,Attrition_Flag,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,credit_limit_bins,Customer_Age_bins,Total_Revolving_Bal_bins,Dependent_count_bins,Months_on_book_bins,Months_Inactive_12_mon_bins,Total_Relationship_Count_bins,Contacts_Count_12_mon_bins,Total_Trans_Amt_bins,Avg_Open_To_Buy_bins,Total_Amt_Chng_Q4_Q1_bins,Total_Ct_Chng_Q4_Q1_bins,Total_Trans_Ct_bins,Avg_Utilization_Ratio_bins
5604,Existing Customer,F,Unknown,Married,Unknown,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5605,Attrited Customer,M,High School,Divorced,$80K - $120K,Blue,mid,43 - 57,high,0 - 2,43 - 56,1 - 3,4 ,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
5606,Existing Customer,F,Graduate,Single,$40K - $60K,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5607,Existing Customer,F,High School,Married,Unknown,Blue,low,57 +,low,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
5608,Existing Customer,F,College,Married,$40K - $60K,Blue,low,26 - 42,low,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
5609,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5610,Existing Customer,F,Uneducated,Single,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5611,Existing Customer,F,High School,Married,$40K - $60K,Blue,low,26 - 42,high,0 - 2,13 - 27,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5612,Existing Customer,F,Uneducated,Unknown,$40K - $60K,Blue,low,26 - 42,low,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5613,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5614,Attrited Customer,F,College,Unknown,Unknown,Blue,low,43 - 57,low,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5615,Existing Customer,F,Uneducated,Single,Unknown,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5616,Attrited Customer,F,Doctorate,Married,Less than $40K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
5617,Attrited Customer,F,Unknown,Married,Unknown,Blue,low,57 +,low,0 - 2,43 - 56,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5618,Attrited Customer,M,Doctorate,Single,Unknown,Blue,low,57 +,low,0 - 2,43 - 56,4 - 6,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5619,Attrited Customer,F,Doctorate,Divorced,Less than $40K,Blue,low,26 - 42,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5620,Attrited Customer,F,Graduate,Married,Less than $40K,Silver,mid,43 - 57,low,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
5621,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,26 - 42,mid,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5622,Existing Customer,F,Doctorate,Married,Less than $40K,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5623,Existing Customer,F,Doctorate,Single,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5624,Existing Customer,M,Graduate,Single,$80K - $120K,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
5625,Attrited Customer,F,High School,Single,Less than $40K,Blue,low,57 +,low,0 - 2,43 - 56,4 - 6,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5626,Attrited Customer,F,Graduate,Single,Less than $40K,Blue,low,26 - 42,low,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5627,Existing Customer,F,Graduate,Single,Less than $40K,Blue,low,26 - 42,mid,3 - 5,13 - 27,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5628,Existing Customer,F,Post-Graduate,Married,Less than $40K,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5629,Existing Customer,F,High School,Single,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5630,Existing Customer,F,Graduate,Unknown,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5631,Existing Customer,F,College,Married,Unknown,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5632,Attrited Customer,M,Uneducated,Married,$80K - $120K,Blue,mid,26 - 42,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
5633,Attrited Customer,M,Uneducated,Single,$120K +,Blue,high,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,4 - 6,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
5634,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,mid,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5635,Existing Customer,M,Unknown,Married,$60K - $80K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,4 ,4 - 6,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5636,Existing Customer,F,Graduate,Unknown,Less than $40K,Blue,low,57 +,high,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5637,Attrited Customer,F,Uneducated,Unknown,$40K - $60K,Blue,low,26 - 42,mid,0 - 2,13 - 27,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5638,Existing Customer,F,College,Single,Less than $40K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5639,Existing Customer,F,Graduate,Single,$40K - $60K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5640,Existing Customer,M,Unknown,Single,$80K - $120K,Blue,high,26 - 42,mid,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,high,low -mid,low -mid,54 - 96,0 - 0.3
5641,Attrited Customer,F,Graduate,Married,$40K - $60K,Blue,low,26 - 42,high,0 - 2,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
5642,Existing Customer,F,High School,Single,$40K - $60K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5643,Existing Customer,M,Post-Graduate,Married,$80K - $120K,Blue,high,43 - 57,low,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,high,low -mid,low -mid,54 - 96,0 - 0.3
5644,Existing Customer,F,Graduate,Married,Unknown,Blue,low,43 - 57,low,3 - 5,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5645,Existing Customer,M,High School,Married,$80K - $120K,Blue,low,26 - 42,low,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5646,Existing Customer,M,Unknown,Single,$80K - $120K,Blue,low,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5647,Existing Customer,F,High School,Single,Unknown,Blue,low,57 +,mid,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5648,Attrited Customer,M,High School,Unknown,$80K - $120K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5649,Existing Customer,F,Graduate,Single,Less than $40K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5650,Attrited Customer,F,High School,Single,Less than $40K,Blue,low,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5651,Existing Customer,F,Graduate,Single,Less than $40K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5652,Attrited Customer,M,High School,Single,$80K - $120K,Blue,low,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
5653,Existing Customer,F,High School,Married,Less than $40K,Blue,low,43 - 57,low,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5654,Existing Customer,M,College,Married,$60K - $80K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5655,Existing Customer,M,Graduate,Single,Less than $40K,Blue,low,57 +,high,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5656,Attrited Customer,M,Uneducated,Single,$60K - $80K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
5657,Existing Customer,F,Uneducated,Married,Unknown,Blue,low,43 - 57,high,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5658,Existing Customer,F,College,Divorced,Less than $40K,Blue,low,57 +,mid,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5659,Attrited Customer,F,Graduate,Single,Less than $40K,Blue,low,57 +,low,0 - 2,43 - 56,1 - 3,4 ,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5660,Attrited Customer,M,Graduate,Married,$80K - $120K,Blue,mid,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
5661,Attrited Customer,F,Graduate,Single,Unknown,Blue,low,57 +,mid,0 - 2,43 - 56,4 - 6,1 - 3,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5662,Attrited Customer,M,Unknown,Married,$80K - $120K,Blue,low,43 - 57,low,0 - 2,28 - 42,4 - 6,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5663,Existing Customer,F,Doctorate,Divorced,Unknown,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5664,Attrited Customer,F,College,Married,Less than $40K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
5665,Existing Customer,F,High School,Married,Less than $40K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5666,Existing Customer,F,College,Divorced,Unknown,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5667,Existing Customer,M,High School,Married,$80K - $120K,Blue,low,26 - 42,high,3 - 5,13 - 27,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5668,Attrited Customer,M,Doctorate,Married,$120K +,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5669,Existing Customer,M,Graduate,Single,$120K +,Blue,mid,26 - 42,low,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
5670,Existing Customer,M,Uneducated,Divorced,$80K - $120K,Blue,low,43 - 57,low,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5671,Attrited Customer,F,High School,Single,Unknown,Blue,low,26 - 42,low,3 - 5,13 - 27,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5672,Attrited Customer,M,Doctorate,Married,$80K - $120K,Blue,mid,26 - 42,mid,3 - 5,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
5673,Attrited Customer,F,Unknown,Single,Less than $40K,Blue,low,26 - 42,low,0 - 2,13 - 27,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5674,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,43 - 57,mid,3 - 5,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5675,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5676,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5677,Attrited Customer,F,Graduate,Married,Less than $40K,Blue,low,26 - 42,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
5678,Existing Customer,M,High School,Single,$60K - $80K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5679,Existing Customer,F,Unknown,Divorced,Less than $40K,Blue,low,43 - 57,mid,3 - 5,13 - 27,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5680,Existing Customer,F,Graduate,Single,Less than $40K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5681,Attrited Customer,M,Graduate,Unknown,$40K - $60K,Silver,mid,26 - 42,low,3 - 5,28 - 42,1 - 3,4 ,4 - 6,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
5682,Attrited Customer,M,High School,Unknown,$40K - $60K,Blue,low,26 - 42,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5683,Existing Customer,F,Uneducated,Single,Unknown,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5684,Existing Customer,M,Unknown,Married,$40K - $60K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5685,Existing Customer,M,College,Married,Less than $40K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5686,Attrited Customer,M,Unknown,Single,$60K - $80K,Blue,low,26 - 42,low,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
5687,Existing Customer,F,College,Single,Less than $40K,Blue,low,26 - 42,mid,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5688,Existing Customer,F,Unknown,Married,Unknown,Blue,mid,43 - 57,high,3 - 5,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
5689,Existing Customer,F,Uneducated,Single,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5690,Existing Customer,F,Graduate,Single,Less than $40K,Blue,low,26 - 42,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5691,Existing Customer,F,College,Single,Less than $40K,Blue,low,26 - 42,low,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5692,Attrited Customer,F,Graduate,Married,Less than $40K,Blue,low,26 - 42,low,3 - 5,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5693,Existing Customer,F,Graduate,Single,Less than $40K,Blue,low,26 - 42,low,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5694,Attrited Customer,M,Unknown,Divorced,$120K +,Blue,high,43 - 57,low,0 - 2,43 - 56,4 - 6,5 - 6,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
5695,Existing Customer,F,Graduate,Single,Unknown,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5696,Existing Customer,F,Graduate,Single,Unknown,Blue,low,26 - 42,mid,0 - 2,13 - 27,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5697,Existing Customer,F,College,Single,Less than $40K,Blue,low,26 - 42,low,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5698,Existing Customer,F,High School,Single,Less than $40K,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5699,Existing Customer,F,Graduate,Married,$40K - $60K,Blue,low,43 - 57,mid,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5700,Existing Customer,F,Graduate,Single,Unknown,Blue,mid,43 - 57,high,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
5701,Existing Customer,M,Graduate,Married,$80K - $120K,Silver,high,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,54 - 96,0 - 0.3
5702,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,43 - 57,high,3 - 5,43 - 56,4 - 6,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5703,Existing Customer,F,Doctorate,Divorced,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5704,Existing Customer,F,High School,Single,$40K - $60K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5705,Existing Customer,F,Unknown,Married,Less than $40K,Blue,low,26 - 42,low,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5706,Existing Customer,F,High School,Unknown,$40K - $60K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5707,Existing Customer,F,Graduate,Single,$40K - $60K,Blue,low,26 - 42,high,0 - 2,13 - 27,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5708,Existing Customer,M,Unknown,Single,$120K +,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5709,Existing Customer,F,Unknown,Single,Less than $40K,Blue,low,26 - 42,high,3 - 5,13 - 27,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5710,Existing Customer,M,Uneducated,Single,$60K - $80K,Blue,mid,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
5711,Attrited Customer,F,Uneducated,Single,Less than $40K,Blue,low,43 - 57,low,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5712,Existing Customer,F,High School,Single,Less than $40K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5713,Existing Customer,F,Graduate,Single,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5714,Attrited Customer,F,Graduate,Divorced,Unknown,Blue,mid,43 - 57,low,3 - 5,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
5715,Existing Customer,M,Graduate,Married,$120K +,Blue,mid,43 - 57,low,0 - 2,43 - 56,4 - 6,4 ,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
5716,Existing Customer,F,Graduate,Single,Less than $40K,Blue,low,43 - 57,low,3 - 5,43 - 56,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5717,Existing Customer,F,Graduate,Single,$40K - $60K,Silver,mid,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
5718,Existing Customer,M,Post-Graduate,Married,Less than $40K,Blue,low,26 - 42,mid,3 - 5,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5719,Existing Customer,F,College,Married,Less than $40K,Blue,low,43 - 57,high,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5720,Existing Customer,M,College,Married,$40K - $60K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5721,Attrited Customer,F,Graduate,Divorced,Less than $40K,Blue,low,43 - 57,high,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
5722,Existing Customer,M,Unknown,Single,$60K - $80K,Blue,low,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5723,Existing Customer,F,Graduate,Married,$40K - $60K,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5724,Attrited Customer,F,High School,Married,$40K - $60K,Blue,low,43 - 57,low,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5725,Existing Customer,F,High School,Single,Less than $40K,Blue,low,26 - 42,low,3 - 5,13 - 27,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5726,Existing Customer,M,Graduate,Single,$60K - $80K,Blue,mid,26 - 42,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
5727,Attrited Customer,F,Graduate,Married,Unknown,Blue,mid,43 - 57,low,0 - 2,13 - 27,1 - 3,4 ,4 - 6,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
5728,Existing Customer,F,Uneducated,Single,Less than $40K,Blue,low,26 - 42,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5729,Existing Customer,F,Post-Graduate,Married,Less than $40K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5730,Existing Customer,M,Unknown,Married,$120K +,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
5731,Attrited Customer,F,Graduate,Unknown,Less than $40K,Blue,low,26 - 42,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
5732,Existing Customer,F,High School,Single,Unknown,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
5733,Existing Customer,M,Graduate,Single,$40K - $60K,Blue,low,57 +,mid,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
5734,Attrited Customer,F,Graduate,Single,$40K - $60K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
5735,Existing Customer,M,High School,Single,$80K - $120K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
